subject activity variable average
2472 6 SITTING tBodyGyro-std()-Y -0.944130044727273
2473 6 SITTING tBodyGyro-std()-Z -0.939681350909091
2474 6 SITTING tBodyGyroJerk-mean()-X -0.0936693524363636
2475 6 SITTING tBodyGyroJerk-mean()-Y -0.0333986700025455
2476 6 SITTING tBodyGyroJerk-mean()-Z -0.0465504310978182
2477 6 SITTING tBodyGyroJerk-std()-X -0.943714804727273
2478 6 SITTING tBodyGyroJerk-std()-Y -0.961780726363636
2479 6 SITTING tBodyGyroJerk-std()-Z -0.958787671272727
2480 6 SITTING tBodyAccMag-mean() -0.949543531272727
2481 6 SITTING tBodyAccMag-std() -0.931572655636364
2482 6 SITTING tGravityAccMag-mean() -0.949543531272727
2483 6 SITTING tGravityAccMag-std() -0.931572655636364
2484 6 SITTING tBodyAccJerkMag-mean() -0.962733502
2485 6 SITTING tBodyAccJerkMag-std() -0.948181827818182
2486 6 SITTING tBodyGyroMag-mean() -0.932703812181818
2487 6 SITTING tBodyGyroMag-std() -0.921259472727273
2488 6 SITTING tBodyGyroJerkMag-mean() -0.962929227818182
2489 6 SITTING tBodyGyroJerkMag-std() -0.950150571818182
2490 6 SITTING fBodyAcc-mean()-X -0.975351454727273
2491 6 SITTING fBodyAcc-mean()-Y -0.928264365454545
2492 6 SITTING fBodyAcc-mean()-Z -0.935798115272727
2493 6 SITTING fBodyAcc-std()-X -0.982451284727273
2494 6 SITTING fBodyAcc-std()-Y -0.925676956
2495 6 SITTING fBodyAcc-std()-Z -0.925768475636364
2496 6 SITTING fBodyAcc-meanFreq()-X 0.00304695404363636
2497 6 SITTING fBodyAcc-meanFreq()-Y 0.123381829747273
2498 6 SITTING fBodyAcc-meanFreq()-Z 0.0818455300187273
2499 6 SITTING fBodyAccJerk-mean()-X -0.971037479818182
2500 6 SITTING fBodyAccJerk-mean()-Y -0.947070821272727
2501 6 SITTING fBodyAccJerk-mean()-Z -0.954199785636364
2502 6 SITTING fBodyAccJerk-std()-X -0.971488767454545
2503 6 SITTING fBodyAccJerk-std()-Y -0.946880042
2504 6 SITTING fBodyAccJerk-std()-Z -0.961636555090909
2505 6 SITTING fBodyAccJerk-meanFreq()-X 0.0999400617187273
2506 6 SITTING fBodyAccJerk-meanFreq()-Y -0.150934459496364
2507 6 SITTING fBodyAccJerk-meanFreq()-Z -0.0913484667963636
2508 6 SITTING fBodyGyro-mean()-X -0.939671400545455
2509 6 SITTING fBodyGyro-mean()-Y -0.943857393090909
2510 6 SITTING fBodyGyro-mean()-Z -0.934764895454545
2511 6 SITTING fBodyGyro-std()-X -0.963407046545455
2512 6 SITTING fBodyGyro-std()-Y -0.944901470363636
2513 6 SITTING fBodyGyro-std()-Z -0.947326797818182
2514 6 SITTING fBodyGyro-meanFreq()-X 0.139409516872727
2515 6 SITTING fBodyGyro-meanFreq()-Y -0.129239217950909
2516 6 SITTING fBodyGyro-meanFreq()-Z 0.0438103632909091
2517 6 SITTING fBodyAccMag-mean() -0.935750391272727
2518 6 SITTING fBodyAccMag-std() -0.939547202909091
2519 6 SITTING fBodyAccMag-meanFreq() 0.128902046152727
2520 6 SITTING fBodyBodyAccJerkMag-mean() -0.948348653636364
2521 6 SITTING fBodyBodyAccJerkMag-std() -0.947304700363636
2522 6 SITTING fBodyBodyAccJerkMag-meanFreq() 0.171844519818182
2523 6 SITTING fBodyBodyGyroMag-mean() -0.929725679272727
2524 6 SITTING fBodyBodyGyroMag-std() -0.929549141636364
2525 6 SITTING fBodyBodyGyroMag-meanFreq() 0.0461735838090909
2526 6 SITTING fBodyBodyGyroJerkMag-mean() -0.952034566
2527 6 SITTING fBodyBodyGyroJerkMag-std() -0.951196693454545
2528 6 SITTING fBodyBodyGyroJerkMag-meanFreq() 0.121846501998182
2529 6 STANDING tBodyAcc-mean()-X 0.280346248596491
2530 6 STANDING tBodyAcc-mean()-Y -0.0181236327175439
2531 6 STANDING tBodyAcc-mean()-Z -0.112172831947368
2532 6 STANDING tBodyAcc-std()-X -0.981758159649123
2533 6 STANDING tBodyAcc-std()-Y -0.921493191754386
2534 6 STANDING tBodyAcc-std()-Z -0.925692371929825
2535 6 STANDING tGravityAcc-mean()-X 0.945139003859649
2536 6 STANDING tGravityAcc-mean()-Y -0.230251036140351
2537 6 STANDING tGravityAcc-mean()-Z 0.0139193473596491
2538 6 STANDING tGravityAcc-std()-X -0.985583066842105
2539 6 STANDING tGravityAcc-std()-Y -0.96844910122807
2540 6 STANDING tGravityAcc-std()-Z -0.942795062280702
2541 6 STANDING tBodyAccJerk-mean()-X 0.0730699604561404
2542 6 STANDING tBodyAccJerk-mean()-Y 0.00871883993421053
2543 6 STANDING tBodyAccJerk-mean()-Z -0.00481712245438596
2544 6 STANDING tBodyAccJerk-std()-X -0.973132635789474
2545 6 STANDING tBodyAccJerk-std()-Y -0.949362277017544
2546 6 STANDING tBodyAccJerk-std()-Z -0.967547241754386
2547 6 STANDING tBodyGyro-mean()-X -0.028251913022807
2548 6 STANDING tBodyGyro-mean()-Y -0.0589823639438597
2549 6 STANDING tBodyGyro-mean()-Z 0.0767394745964912
2550 6 STANDING tBodyGyro-std()-X -0.947561298596491
2551 6 STANDING tBodyGyro-std()-Y -0.94248658631579
2552 6 STANDING tBodyGyro-std()-Z -0.947782155964912
2553 6 STANDING tBodyGyroJerk-mean()-X -0.103292534210526
2554 6 STANDING tBodyGyroJerk-mean()-Y -0.0428828304736842
2555 6 STANDING tBodyGyroJerk-mean()-Z -0.0506432189438596
2556 6 STANDING tBodyGyroJerk-std()-X -0.946423593157895
2557 6 STANDING tBodyGyroJerk-std()-Y -0.962422163684211
2558 6 STANDING tBodyGyroJerk-std()-Z -0.962758177192982
2559 6 STANDING tBodyAccMag-mean() -0.945022876491228
2560 6 STANDING tBodyAccMag-std() -0.939310249649123
2561 6 STANDING tGravityAccMag-mean() -0.945022876491228
2562 6 STANDING tGravityAccMag-std() -0.939310249649123
2563 6 STANDING tBodyAccJerkMag-mean() -0.967102436140351
2564 6 STANDING tBodyAccJerkMag-std() -0.956099145964912
2565 6 STANDING tBodyGyroMag-mean() -0.939404744385965
2566 6 STANDING tBodyGyroMag-std() -0.915891572982456
2567 6 STANDING tBodyGyroJerkMag-mean() -0.963406222982456
2568 6 STANDING tBodyGyroJerkMag-std() -0.952536233859649
2569 6 STANDING fBodyAcc-mean()-X -0.977100287368421
2570 6 STANDING fBodyAcc-mean()-Y -0.930336471754386
2571 6 STANDING fBodyAcc-mean()-Z -0.942864017017544
2572 6 STANDING fBodyAcc-std()-X -0.984067374035088
2573 6 STANDING fBodyAcc-std()-Y -0.921449111052632
2574 6 STANDING fBodyAcc-std()-Z -0.922067224210526
2575 6 STANDING fBodyAcc-meanFreq()-X 0.0664521774298246
2576 6 STANDING fBodyAcc-meanFreq()-Y -0.0866319977508772
2577 6 STANDING fBodyAcc-meanFreq()-Z 0.0208815076140351
2578 6 STANDING fBodyAccJerk-mean()-X -0.97348053877193
2579 6 STANDING fBodyAccJerk-mean()-Y -0.951405464912281
2580 6 STANDING fBodyAccJerk-mean()-Z -0.963743518070175
2581 6 STANDING fBodyAccJerk-std()-X -0.975235677719298
2582 6 STANDING fBodyAccJerk-std()-Y -0.950681450350877
2583 6 STANDING fBodyAccJerk-std()-Z -0.969895845789474
2584 6 STANDING fBodyAccJerk-meanFreq()-X 0.186559227035088
2585 6 STANDING fBodyAccJerk-meanFreq()-Y -0.251013912454386
2586 6 STANDING fBodyAccJerk-meanFreq()-Z -0.0715339890175439
2587 6 STANDING fBodyGyro-mean()-X -0.931612384385965
2588 6 STANDING fBodyGyro-mean()-Y -0.943273146140351
2589 6 STANDING fBodyGyro-mean()-Z -0.943239602105263
2590 6 STANDING fBodyGyro-std()-X -0.952817395263158
2591 6 STANDING fBodyGyro-std()-Y -0.942539174210526
2592 6 STANDING fBodyGyro-std()-Z -0.95445570245614
2593 6 STANDING fBodyGyro-meanFreq()-X -0.114716166140877
2594 6 STANDING fBodyGyro-meanFreq()-Y -0.195978463377193
2595 6 STANDING fBodyGyro-meanFreq()-Z -0.0778747190508772
2596 6 STANDING fBodyAccMag-mean() -0.945949804035088
2597 6 STANDING fBodyAccMag-std() -0.94456410754386
2598 6 STANDING fBodyAccMag-meanFreq() 0.0373542193561403
2599 6 STANDING fBodyBodyAccJerkMag-mean() -0.955914005438597
2600 6 STANDING fBodyBodyAccJerkMag-std() -0.95538157877193
2601 6 STANDING fBodyBodyAccJerkMag-meanFreq() 0.190943682210526
2602 6 STANDING fBodyBodyGyroMag-mean() -0.926664297017544
2603 6 STANDING fBodyBodyGyroMag-std() -0.923108761578947
2604 6 STANDING fBodyBodyGyroMag-meanFreq() -0.0701196902631579
2605 6 STANDING fBodyBodyGyroJerkMag-mean() -0.955425138245614
2606 6 STANDING fBodyBodyGyroJerkMag-std() -0.952088499473684
2607 6 STANDING fBodyBodyGyroJerkMag-meanFreq() 0.0276252654912281
2608 6 WALKING tBodyAcc-mean()-X 0.283658868070175
2609 6 WALKING tBodyAcc-mean()-Y -0.0168954189082456
2610 6 WALKING tBodyAcc-mean()-Z -0.110303165877193
2611 6 WALKING tBodyAcc-std()-X -0.296538717368421
2612 6 WALKING tBodyAcc-std()-Y 0.164213884996491
2613 6 WALKING tBodyAcc-std()-Z -0.504324207192982
2614 6 WALKING tGravityAcc-mean()-X 0.958067455087719
2615 6 WALKING tGravityAcc-mean()-Y -0.214694852280702
2616 6 WALKING tGravityAcc-mean()-Z 0.0331888826842105
2617 6 WALKING tGravityAcc-std()-X -0.977779896491228
2618 6 WALKING tGravityAcc-std()-Y -0.964248568070175
2619 6 WALKING tGravityAcc-std()-Z -0.957205025789474
2620 6 WALKING tBodyAccJerk-mean()-X 0.0699585876912281
2621 6 WALKING tBodyAccJerk-mean()-Y -0.0164831715964912
2622 6 WALKING tBodyAccJerk-mean()-Z -0.00738931200701754
2623 6 WALKING tBodyAccJerk-std()-X -0.132784766936842
2624 6 WALKING tBodyAccJerk-std()-Y 0.00808897373684211
2625 6 WALKING tBodyAccJerk-std()-Z -0.575777466491228
2626 6 WALKING tBodyGyro-mean()-X -0.025509618645614
2627 6 WALKING tBodyGyro-mean()-Y -0.0744462466
2628 6 WALKING tBodyGyro-mean()-Z 0.0838808799280702
2629 6 WALKING tBodyGyro-std()-X -0.446020952631579
2630 6 WALKING tBodyGyro-std()-Y -0.331702267894737
2631 6 WALKING tBodyGyro-std()-Z -0.383139334736842
2632 6 WALKING tBodyGyroJerk-mean()-X -0.0878891090105263
2633 6 WALKING tBodyGyroJerk-mean()-Y -0.0362308971842105
2634 6 WALKING tBodyGyroJerk-mean()-Z -0.0539597284210526
2635 6 WALKING tBodyGyroJerk-std()-X -0.18260093354386
2636 6 WALKING tBodyGyroJerk-std()-Y -0.416390246140351
2637 6 WALKING tBodyGyroJerk-std()-Z -0.166684422233333
2638 6 WALKING tBodyAccMag-mean() -0.166840713631579
2639 6 WALKING tBodyAccMag-std() -0.266734167368421
2640 6 WALKING tGravityAccMag-mean() -0.166840713631579
2641 6 WALKING tGravityAccMag-std() -0.266734167368421
2642 6 WALKING tBodyAccJerkMag-mean() -0.195117026052632
2643 6 WALKING tBodyAccJerkMag-std() -0.0706029648421053
2644 6 WALKING tBodyGyroMag-mean() -0.281207841122807
2645 6 WALKING tBodyGyroMag-std() -0.36560291677193
2646 6 WALKING tBodyGyroJerkMag-mean() -0.321290483140351
2647 6 WALKING tBodyGyroJerkMag-std() -0.364708342315789
2648 6 WALKING fBodyAcc-mean()-X -0.187934323140351
2649 6 WALKING fBodyAcc-mean()-Y 0.140781621991228
2650 6 WALKING fBodyAcc-mean()-Z -0.498520164385965
2651 6 WALKING fBodyAcc-std()-X -0.34522769
2652 6 WALKING fBodyAcc-std()-Y 0.101699642168947
2653 6 WALKING fBodyAcc-std()-Z -0.550474621754386
2654 6 WALKING fBodyAcc-meanFreq()-X -0.196841736649123
2655 6 WALKING fBodyAcc-meanFreq()-Y 0.0220734188245614
2656 6 WALKING fBodyAcc-meanFreq()-Z 0.185107042277193
2657 6 WALKING fBodyAccJerk-mean()-X -0.150942917824561
2658 6 WALKING fBodyAccJerk-mean()-Y -0.0753742321614035
2659 6 WALKING fBodyAccJerk-mean()-Z -0.541438616140351
2660 6 WALKING fBodyAccJerk-std()-X -0.19269469414386
2661 6 WALKING fBodyAccJerk-std()-Y 0.0314450678263158
2662 6 WALKING fBodyAccJerk-std()-Z -0.608624354210526
2663 6 WALKING fBodyAccJerk-meanFreq()-X -0.178295181261404
2664 6 WALKING fBodyAccJerk-meanFreq()-Y -0.466305754035088
2665 6 WALKING fBodyAccJerk-meanFreq()-Z -0.104129449033509
2666 6 WALKING fBodyGyro-mean()-X -0.239650710533333
2667 6 WALKING fBodyGyro-mean()-Y -0.341378429473684
2668 6 WALKING fBodyGyro-mean()-Z -0.203575458733333
2669 6 WALKING fBodyGyro-std()-X -0.515323854385965
2670 6 WALKING fBodyGyro-std()-Y -0.332008706842105
2671 6 WALKING fBodyGyro-std()-Z -0.512209233508772
2672 6 WALKING fBodyGyro-meanFreq()-X 0.0912409729185965
2673 6 WALKING fBodyGyro-meanFreq()-Y 0.0416267535368421
2674 6 WALKING fBodyGyro-meanFreq()-Z 0.302874949789474
2675 6 WALKING fBodyAccMag-mean() -0.201386607649123
2676 6 WALKING fBodyAccMag-std() -0.421683093508772
2677 6 WALKING fBodyAccMag-meanFreq() 0.20009036395614
2678 6 WALKING fBodyBodyAccJerkMag-mean() -0.055401423331579
2679 6 WALKING fBodyBodyAccJerkMag-std() -0.0964999702982456
2680 6 WALKING fBodyBodyAccJerkMag-meanFreq() -0.00922884645438597
2681 6 WALKING fBodyBodyGyroMag-mean() -0.329681123368421
2682 6 WALKING fBodyBodyGyroMag-std() -0.510648322631579
2683 6 WALKING fBodyBodyGyroMag-meanFreq() 0.293109613491228
2684 6 WALKING fBodyBodyGyroJerkMag-mean() -0.366500534122807
2685 6 WALKING fBodyBodyGyroJerkMag-std() -0.408078906482456
2686 6 WALKING fBodyBodyGyroJerkMag-meanFreq() 0.10092473178193
2687 6 WALKING_DOWNSTAIRS tBodyAcc-mean()-X 0.277045258145833
2688 6 WALKING_DOWNSTAIRS tBodyAcc-mean()-Y -0.019536840063125
2689 6 WALKING_DOWNSTAIRS tBodyAcc-mean()-Z -0.107209356208333
2690 6 WALKING_DOWNSTAIRS tBodyAcc-std()-X 0.383681639791667
2691 6 WALKING_DOWNSTAIRS tBodyAcc-std()-Y 0.360164958768542
2692 6 WALKING_DOWNSTAIRS tBodyAcc-std()-Z -0.320204232520417
2693 6 WALKING_DOWNSTAIRS tGravityAcc-mean()-X 0.928531455208333
2694 6 WALKING_DOWNSTAIRS tGravityAcc-mean()-Y -0.214046334375
2695 6 WALKING_DOWNSTAIRS tGravityAcc-mean()-Z -0.00307981704708333
2696 6 WALKING_DOWNSTAIRS tGravityAcc-std()-X -0.9544062675
2697 6 WALKING_DOWNSTAIRS tGravityAcc-std()-Y -0.93357760125
2698 6 WALKING_DOWNSTAIRS tGravityAcc-std()-Z -0.934378766458333
2699 6 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-X 0.103681343708333
2700 6 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Y 0.00987685807166667
2701 6 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.00932470617291667
2702 6 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.165271070858333
2703 6 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Y 0.276544029529167
2704 6 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Z -0.336817322270833
2705 6 WALKING_DOWNSTAIRS tBodyGyro-mean()-X -0.0960837437708333
2706 6 WALKING_DOWNSTAIRS tBodyGyro-mean()-Y -0.0341782208604167
2707 6 WALKING_DOWNSTAIRS tBodyGyro-mean()-Z 0.0870012595210417
2708 6 WALKING_DOWNSTAIRS tBodyGyro-std()-X -0.19830385328125
2709 6 WALKING_DOWNSTAIRS tBodyGyro-std()-Y -0.18922957
2710 6 WALKING_DOWNSTAIRS tBodyGyro-std()-Z -0.0940797929729167
2711 6 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-X -0.0256452232354167
2712 6 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Y -0.0768089915604167
2713 6 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Z -0.0372228650416667
2714 6 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-X 0.0393387960854167
2715 6 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-Y -0.193508405479167
2716 6 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-Z 0.193206498960417
2717 6 WALKING_DOWNSTAIRS tBodyAccMag-mean() 0.333754731458333
2718 6 WALKING_DOWNSTAIRS tBodyAccMag-std() 0.373611914166667
2719 6 WALKING_DOWNSTAIRS tGravityAccMag-mean() 0.333754731458333
2720 6 WALKING_DOWNSTAIRS tGravityAccMag-std() 0.373611914166667
2721 6 WALKING_DOWNSTAIRS tBodyAccJerkMag-mean() 0.10384507225
2722 6 WALKING_DOWNSTAIRS tBodyAccJerkMag-std() 0.209502174375
2723 6 WALKING_DOWNSTAIRS tBodyGyroMag-mean() 0.0142677821595833
2724 6 WALKING_DOWNSTAIRS tBodyGyroMag-std() -0.0426276750979167
2725 6 WALKING_DOWNSTAIRS tBodyGyroJerkMag-mean() -0.0829366854166667
2726 6 WALKING_DOWNSTAIRS tBodyGyroJerkMag-std() -0.111228416159583
2727 6 WALKING_DOWNSTAIRS fBodyAcc-mean()-X 0.328308506041667
2728 6 WALKING_DOWNSTAIRS fBodyAcc-mean()-Y 0.339771173822917
2729 6 WALKING_DOWNSTAIRS fBodyAcc-mean()-Z -0.277602590916667
2730 6 WALKING_DOWNSTAIRS fBodyAcc-std()-X 0.403369766666667
2731 6 WALKING_DOWNSTAIRS fBodyAcc-std()-Y 0.283247837625
2732 6 WALKING_DOWNSTAIRS fBodyAcc-std()-Z -0.4060143105
2733 6 WALKING_DOWNSTAIRS fBodyAcc-meanFreq()-X -0.41164933625
2734 6 WALKING_DOWNSTAIRS fBodyAcc-meanFreq()-Y 0.021911178210625
2735 6 WALKING_DOWNSTAIRS fBodyAcc-meanFreq()-Z 0.3062531664375
2736 6 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-X 0.136554991314583
2737 6 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-Y 0.1372024523
2738 6 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-Z -0.283086205125
2739 6 WALKING_DOWNSTAIRS fBodyAccJerk-std()-X 0.0886515099394167
2740 6 WALKING_DOWNSTAIRS fBodyAccJerk-std()-Y 0.341242392604167
2741 6 WALKING_DOWNSTAIRS fBodyAccJerk-std()-Z -0.389057047125
2742 6 WALKING_DOWNSTAIRS fBodyAccJerk-meanFreq()-X -0.315757694854167
2743 6 WALKING_DOWNSTAIRS fBodyAccJerk-meanFreq()-Y -0.48434366125
2744 6 WALKING_DOWNSTAIRS fBodyAccJerk-meanFreq()-Z -0.0348254245729167
2745 6 WALKING_DOWNSTAIRS fBodyGyro-mean()-X 0.0633716052854167
2746 6 WALKING_DOWNSTAIRS fBodyGyro-mean()-Y -0.130327465789583
2747 6 WALKING_DOWNSTAIRS fBodyGyro-mean()-Z 0.15284524938125
2748 6 WALKING_DOWNSTAIRS fBodyGyro-std()-X -0.286724914610417
2749 6 WALKING_DOWNSTAIRS fBodyGyro-std()-Y -0.235470976166667
2750 6 WALKING_DOWNSTAIRS fBodyGyro-std()-Z -0.275667262770833
2751 6 WALKING_DOWNSTAIRS fBodyGyro-meanFreq()-X 0.00150446630625
2752 6 WALKING_DOWNSTAIRS fBodyGyro-meanFreq()-Y 0.15112587523125
2753 6 WALKING_DOWNSTAIRS fBodyGyro-meanFreq()-Z 0.3029636429375
2754 6 WALKING_DOWNSTAIRS fBodyAccMag-mean() 0.395958034583333
2755 6 WALKING_DOWNSTAIRS fBodyAccMag-std() 0.1446227570625
2756 6 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.106479482332292
2757 6 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag-mean() 0.243834258785417
2758 6 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag-std() 0.15480886140625
2759 6 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag-meanFreq() -0.00160659497083333
2760 6 WALKING_DOWNSTAIRS fBodyBodyGyroMag-mean() -0.0143735434
2761 6 WALKING_DOWNSTAIRS fBodyBodyGyroMag-std() -0.242353857320833
2762 6 WALKING_DOWNSTAIRS fBodyBodyGyroMag-meanFreq() 0.230693028479167
2763 6 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag-mean() -0.132705384364583
2764 6 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag-std() -0.145733545496458
2765 6 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag-meanFreq() 0.0369462966260417
2766 6 WALKING_UPSTAIRS tBodyAcc-mean()-X 0.268229355098039
2767 6 WALKING_UPSTAIRS tBodyAcc-mean()-Y -0.0272425385070588
2768 6 WALKING_UPSTAIRS tBodyAcc-mean()-Z -0.122082438784314
2769 6 WALKING_UPSTAIRS tBodyAcc-std()-X -0.0501350188513725
2770 6 WALKING_UPSTAIRS tBodyAcc-std()-Y 0.189276117327451
2771 6 WALKING_UPSTAIRS tBodyAcc-std()-Z -0.353519514896078
2772 6 WALKING_UPSTAIRS tGravityAcc-mean()-X 0.913632241568627
2773 6 WALKING_UPSTAIRS tGravityAcc-mean()-Y -0.340732608823529
2774 6 WALKING_UPSTAIRS tGravityAcc-mean()-Z -0.0184608964392157
2775 6 WALKING_UPSTAIRS tGravityAcc-std()-X -0.959399425098039
2776 6 WALKING_UPSTAIRS tGravityAcc-std()-Y -0.912900683137255
2777 6 WALKING_UPSTAIRS tGravityAcc-std()-Z -0.906196352156863
2778 6 WALKING_UPSTAIRS tBodyAccJerk-mean()-X 0.07210675
2779 6 WALKING_UPSTAIRS tBodyAccJerk-mean()-Y 0.00371343419607843
2780 6 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.00237816579411765
2781 6 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.180301156098039
2782 6 WALKING_UPSTAIRS tBodyAccJerk-std()-Y -0.0413994646723529
2783 6 WALKING_UPSTAIRS tBodyAccJerk-std()-Z -0.560830688235294
2784 6 WALKING_UPSTAIRS tBodyGyro-mean()-X -0.0767406825588235
2785 6 WALKING_UPSTAIRS tBodyGyro-mean()-Y -0.0518981989072549
2786 6 WALKING_UPSTAIRS tBodyGyro-mean()-Z 0.0664234025976471
2787 6 WALKING_UPSTAIRS tBodyGyro-std()-X -0.321973723647059
2788 6 WALKING_UPSTAIRS tBodyGyro-std()-Y -0.315799901607843
2789 6 WALKING_UPSTAIRS tBodyGyro-std()-Z -0.18390018167451
2790 6 WALKING_UPSTAIRS tBodyGyroJerk-mean()-X -0.0652024492378431
2791 6 WALKING_UPSTAIRS tBodyGyroJerk-mean()-Y -0.0457705354509804
2792 6 WALKING_UPSTAIRS tBodyGyroJerk-mean()-Z -0.0576800048435294
2793 6 WALKING_UPSTAIRS tBodyGyroJerk-std()-X -0.186763293747059
2794 6 WALKING_UPSTAIRS tBodyGyroJerk-std()-Y -0.486494120980392
2795 6 WALKING_UPSTAIRS tBodyGyroJerk-std()-Z -0.170814790834118
2796 6 WALKING_UPSTAIRS tBodyAccMag-mean() 0.0177790974433333
2797 6 WALKING_UPSTAIRS tBodyAccMag-std() -0.0791508842176471
2798 6 WALKING_UPSTAIRS tGravityAccMag-mean() 0.0177790974433333
2799 6 WALKING_UPSTAIRS tGravityAccMag-std() -0.0791508842176471
2800 6 WALKING_UPSTAIRS tBodyAccJerkMag-mean() -0.207379799254902
2801 6 WALKING_UPSTAIRS tBodyAccJerkMag-std() -0.169970363039216
2802 6 WALKING_UPSTAIRS tBodyGyroMag-mean() -0.12912124415098
2803 6 WALKING_UPSTAIRS tBodyGyroMag-std() -0.199893710196078
2804 6 WALKING_UPSTAIRS tBodyGyroJerkMag-mean() -0.342895367921569
2805 6 WALKING_UPSTAIRS tBodyGyroJerkMag-std() -0.440079851313725
2806 6 WALKING_UPSTAIRS fBodyAcc-mean()-X -0.131075372803922
2807 6 WALKING_UPSTAIRS fBodyAcc-mean()-Y 0.0978035099588235
2808 6 WALKING_UPSTAIRS fBodyAcc-mean()-Z -0.42724809972549
2809 6 WALKING_UPSTAIRS fBodyAcc-std()-X -0.0211335627276471
2810 6 WALKING_UPSTAIRS fBodyAcc-std()-Y 0.159123777172549
2811 6 WALKING_UPSTAIRS fBodyAcc-std()-Z -0.36587418445098
2812 6 WALKING_UPSTAIRS fBodyAcc-meanFreq()-X -0.44512058675098
2813 6 WALKING_UPSTAIRS fBodyAcc-meanFreq()-Y -0.0948830032690196
2814 6 WALKING_UPSTAIRS fBodyAcc-meanFreq()-Z -0.0667867912058824
2815 6 WALKING_UPSTAIRS fBodyAccJerk-mean()-X -0.244812769960784
2816 6 WALKING_UPSTAIRS fBodyAccJerk-mean()-Y -0.122991594331373
2817 6 WALKING_UPSTAIRS fBodyAccJerk-mean()-Z -0.549314615882353
2818 6 WALKING_UPSTAIRS fBodyAccJerk-std()-X -0.186815074235294
2819 6 WALKING_UPSTAIRS fBodyAccJerk-std()-Y -0.0169811409705882
2820 6 WALKING_UPSTAIRS fBodyAccJerk-std()-Z -0.571673957058824
2821 6 WALKING_UPSTAIRS fBodyAccJerk-meanFreq()-X -0.441959115607843
2822 6 WALKING_UPSTAIRS fBodyAccJerk-meanFreq()-Y -0.501170339607843
2823 6 WALKING_UPSTAIRS fBodyAccJerk-meanFreq()-Z -0.401683801941176
2824 6 WALKING_UPSTAIRS fBodyGyro-mean()-X -0.115065008156863
2825 6 WALKING_UPSTAIRS fBodyGyro-mean()-Y -0.329653779629412
2826 6 WALKING_UPSTAIRS fBodyGyro-mean()-Z -0.0464142110215686
2827 6 WALKING_UPSTAIRS fBodyGyro-std()-X -0.390248128039216
2828 6 WALKING_UPSTAIRS fBodyGyro-std()-Y -0.31361857145098
2829 6 WALKING_UPSTAIRS fBodyGyro-std()-Z -0.309998085098039
2830 6 WALKING_UPSTAIRS fBodyGyro-meanFreq()-X -0.0559140146313725
2831 6 WALKING_UPSTAIRS fBodyGyro-meanFreq()-Y -0.129471190964706
2832 6 WALKING_UPSTAIRS fBodyGyro-meanFreq()-Z 0.0102927666117647
2833 6 WALKING_UPSTAIRS fBodyAccMag-mean() -0.0819479396203922
2834 6 WALKING_UPSTAIRS fBodyAccMag-std() -0.222161433666667
2835 6 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.0140154345627451
2836 6 WALKING_UPSTAIRS fBodyBodyAccJerkMag-mean() -0.169868234496078
2837 6 WALKING_UPSTAIRS fBodyBodyAccJerkMag-std() -0.177734840922353
2838 6 WALKING_UPSTAIRS fBodyBodyAccJerkMag-meanFreq() -0.0612378407705882
2839 6 WALKING_UPSTAIRS fBodyBodyGyroMag-mean() -0.230627015078431
2840 6 WALKING_UPSTAIRS fBodyBodyGyroMag-std() -0.318173892545098
2841 6 WALKING_UPSTAIRS fBodyBodyGyroMag-meanFreq() 0.0144807316545098
2842 6 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-mean() -0.45923633377451
2843 6 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-std() -0.455937719019608
2844 6 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-meanFreq() 0.0285053836466667
2845 7 LAYING tBodyAcc-mean()-X 0.250176694038462
2846 7 LAYING tBodyAcc-mean()-Y -0.0204411516884615
2847 7 LAYING tBodyAcc-mean()-Z -0.101361036576923
